"customer_city","payment_type","order_status","average_order_value"
franco da rocha,credit_card,delivered,108.18
itapaci,boleto,delivered,108.20
cordeiropolis,credit_card,invoiced,108.20
governador lindenberg,credit_card,delivered,108.21
sao goncalo,credit_card,shipped,108.24
araruama,credit_card,shipped,108.24
mirinzal,credit_card,delivered,108.28
sao lourenco,voucher,delivered,108.29
santos,voucher,processing,108.30
diamantina,boleto,delivered,108.32
bananeiras,voucher,delivered,108.39
santa rita do ibitipoca,boleto,delivered,108.41
santo anastacio,boleto,delivered,108.42
sao joao do paraiso,boleto,delivered,108.42
lagoa da prata,credit_card,delivered,108.44
primeiro de maio,debit_card,delivered,108.46
castilho,voucher,delivered,108.49
monte belo,voucher,delivered,108.50
ipaba,boleto,delivered,108.50
serra azul,credit_card,delivered,108.52
varzea nova,credit_card,delivered,108.53
macapa,voucher,delivered,108.58
charqueadas,boleto,delivered,108.60
lamim,boleto,delivered,108.63
ponta pora,boleto,delivered,108.64
taguai,boleto,delivered,108.65
rio novo do sul,credit_card,delivered,108.65
nhandeara,credit_card,delivered,108.67
santa rita do passa quatro,credit_card,delivered,108.69
garca,boleto,invoiced,108.69
lagarto,boleto,delivered,108.71
regente feijo,credit_card,delivered,108.73
cacaulandia,credit_card,delivered,108.73
mato verde,credit_card,delivered,108.75
cajati,boleto,delivered,108.75
caiana,credit_card,delivered,108.79
potirendaba,credit_card,delivered,108.90
americana,boleto,delivered,108.90
cha de alegria,credit_card,delivered,108.95
viamao,credit_card,delivered,108.95
palmeira,boleto,delivered,108.96
sao luis,debit_card,delivered,108.96
cardoso moreira,boleto,delivered,108.99
jardinopolis,voucher,delivered,109.00
xanxere,boleto,delivered,109.03
francisco morato,credit_card,delivered,109.03
regente feijo,boleto,delivered,109.06
mara rosa,credit_card,delivered,109.09
bananeiras,credit_card,delivered,109.09
jundiai do sul,credit_card,delivered,109.11
bocaiuva,credit_card,delivered,109.12
tatui,voucher,delivered,109.13
joselandia,credit_card,delivered,109.18
vila pereira,credit_card,delivered,109.21
sabara,credit_card,delivered,109.24
rio do pires,voucher,delivered,109.26
alto parnaiba,boleto,delivered,109.27
sao jose do norte,credit_card,delivered,109.30
campina grande do sul,credit_card,delivered,109.31
garopaba,boleto,delivered,109.31
macaiba,credit_card,delivered,109.34
sarandi,credit_card,delivered,109.35
guarabira,credit_card,delivered,109.36
ingai,credit_card,delivered,109.38
praia grande,boleto,delivered,109.39
monte alto,boleto,delivered,109.43
hidrolina,credit_card,delivered,109.48
andarai,credit_card,delivered,109.50
tabatinga,credit_card,delivered,109.61
brumadinho,credit_card,delivered,109.64
paripiranga,credit_card,delivered,109.65
major vieira,credit_card,delivered,109.68
teresina,voucher,canceled,109.71
jardinopolis,debit_card,delivered,109.72
irani,credit_card,delivered,109.74
astolfo dutra,credit_card,delivered,109.75
caraguatatuba,boleto,delivered,109.77
sao bento do sul,boleto,delivered,109.79
betim,boleto,shipped,109.81
macedonia,credit_card,delivered,109.81
cordeiropolis,credit_card,delivered,109.81
castro,debit_card,delivered,109.82
getulio vargas,boleto,delivered,109.85
serra dourada,boleto,delivered,109.86
suzano,boleto,delivered,109.87
ituverava,boleto,delivered,109.89
cachoeira da prata,boleto,delivered,109.89
piranga,credit_card,delivered,109.92
bom jesus dos perdoes,credit_card,delivered,109.94
novo horizonte,boleto,delivered,109.96
sao goncalo do rio preto,boleto,delivered,110.00
sao pedro da aldeia,voucher,delivered,110.00
buritama,boleto,delivered,110.01
mineiros,voucher,delivered,110.02
brotas,credit_card,delivered,110.02
guadalupe,voucher,delivered,110.04
nilopolis,credit_card,shipped,110.08
sao jose dos pinhais,boleto,delivered,110.10
umbauba,credit_card,delivered,110.13
livramento de nossa senhora,credit_card,delivered,110.13
montezuma,credit_card,delivered,110.18
cotriguacu,credit_card,delivered,110.24
leme,voucher,delivered,110.25
itaperuna,boleto,delivered,110.25
passo de camaragibe,credit_card,delivered,110.28
cachoeiras de macacu,boleto,delivered,110.32
cabo verde,boleto,delivered,110.33
engenheiro paulo de frontin,credit_card,delivered,110.36
carangola,credit_card,canceled,110.40
sao bernardo do campo,boleto,delivered,110.41
riacho dos machados,credit_card,delivered,110.42
rondon,credit_card,delivered,110.44
imbituba,credit_card,delivered,110.46
fernando prestes,credit_card,delivered,110.51
santo andre,boleto,delivered,110.56
aruja,boleto,delivered,110.57
varzea paulista,voucher,delivered,110.57
ibate,boleto,delivered,110.59
faxinal,credit_card,delivered,110.64
tres cachoeiras,credit_card,delivered,110.69
minacu,credit_card,delivered,110.69
ibiruba,credit_card,processing,110.70
dois vizinhos,boleto,delivered,110.77
presidente medici,credit_card,delivered,110.77
adamantina,boleto,delivered,110.78
presidente prudente,voucher,delivered,110.80
guararema,boleto,delivered,110.84
pinhais,boleto,delivered,110.92
alexandria,credit_card,delivered,110.96
coite do noia,credit_card,delivered,111.01
sao joao do oriente,voucher,delivered,111.02
vargem grande do soturno,credit_card,delivered,111.02
sao jorge d'oeste,credit_card,delivered,111.02
caracol,credit_card,delivered,111.10
cravinhos,credit_card,delivered,111.11
sucesso,credit_card,delivered,111.14
pacoti,credit_card,delivered,111.15
alfenas,voucher,delivered,111.15
sao luis de montes belos,credit_card,shipped,111.17
carazinho,boleto,delivered,111.17
gramado,boleto,delivered,111.18
colombia,boleto,delivered,111.19
santiago,credit_card,delivered,111.20
estacao,boleto,delivered,111.26
itaborai,boleto,delivered,111.27
aramari,credit_card,delivered,111.28
santa rosa,boleto,delivered,111.29
pirapora,voucher,delivered,111.29
david canabarro,credit_card,delivered,111.39
piritiba,boleto,delivered,111.43
cangucu,voucher,delivered,111.49
areia branca,credit_card,delivered,111.50
mariana,debit_card,delivered,111.52
betim,debit_card,delivered,111.54
aramina,credit_card,delivered,111.61
dias d'avila,voucher,delivered,111.62
paraisopolis,boleto,delivered,111.62
jose de freitas,boleto,delivered,111.62
uaua,credit_card,delivered,111.65
osasco,debit_card,delivered,111.68
itabirito,boleto,delivered,111.70
mairinque,boleto,processing,111.70
vacaria,voucher,delivered,111.73
matinhos,boleto,delivered,111.74
eugenio de castro,boleto,delivered,111.76
itaiopolis,boleto,delivered,111.77
ribeirao preto,voucher,delivered,111.87
lourdes,credit_card,delivered,111.92
humaita,credit_card,delivered,111.93
rio grande,credit_card,canceled,111.98
sao bernardo do campo,boleto,invoiced,111.99
barbacena,credit_card,processing,111.99
novais,boleto,delivered,111.99
eneas marques,boleto,delivered,112.02
machado,boleto,delivered,112.03
nova mutum,credit_card,delivered,112.07
guarapari,boleto,delivered,112.08
salto de pirapora,credit_card,delivered,112.10
pindorama do tocantins,credit_card,delivered,112.10
braganca paulista,voucher,delivered,112.11
santo antonio das queimadas,credit_card,delivered,112.12
mojui dos campos,boleto,delivered,112.12
sao goncalo,boleto,shipped,112.13
ribeirao do pinhal,boleto,delivered,112.13
garca,credit_card,delivered,112.15
francisco morato,voucher,delivered,112.17
inubia paulista,boleto,delivered,112.20
rubineia,credit_card,delivered,112.20
piuma,voucher,delivered,112.22
lindoia,boleto,delivered,112.24
chapadao do sul,credit_card,delivered,112.26
dumont,credit_card,delivered,112.31
pastos bons,credit_card,delivered,112.35
rubiacea,credit_card,delivered,112.35
inhuma,credit_card,delivered,112.35
abare,credit_card,delivered,112.37
tubarao,boleto,delivered,112.39
carapicuiba,boleto,delivered,112.42
irineopolis,boleto,delivered,112.43
piquerobi,credit_card,delivered,112.45
olinda,boleto,delivered,112.45
campanha,credit_card,delivered,112.45
blumenau,credit_card,invoiced,112.46
floreal,credit_card,delivered,112.50
marataizes,boleto,delivered,112.57
bela vista,boleto,delivered,112.63
sao mateus do sul,debit_card,delivered,112.67
nilopolis,boleto,delivered,112.74
arapua,credit_card,delivered,112.77
sao sebastiao,boleto,processing,112.78
carpina,boleto,delivered,112.78
itaberai,boleto,delivered,112.81
guapiacu,boleto,delivered,112.82
taquarivai,credit_card,delivered,112.84
brotas,voucher,delivered,112.86
bage,boleto,delivered,112.87
sao jose da vitoria,credit_card,delivered,112.88
mendes,boleto,delivered,112.89
aragoiania,credit_card,delivered,112.90
teodoro sampaio,debit_card,delivered,112.90
sao marcos,credit_card,delivered,112.90
santo eduardo,boleto,delivered,112.92
santa cruz da conceicao,boleto,delivered,112.92
urubici,boleto,delivered,112.94
visconde do rio branco,credit_card,delivered,112.95
praia grande,credit_card,shipped,113.01
paraiso,boleto,delivered,113.02
piumhi,credit_card,delivered,113.04
jerico,credit_card,delivered,113.08
nova veneza,credit_card,delivered,113.11
tramandai,boleto,delivered,113.12
goiandira,credit_card,delivered,113.13
chacara,credit_card,delivered,113.14
muriae,voucher,delivered,113.17
uba,boleto,delivered,113.17
palmopolis,credit_card,delivered,113.20
ibiam,boleto,delivered,113.23
travessao,credit_card,delivered,113.26
santa isabel,credit_card,invoiced,113.26
sud mennucci,boleto,delivered,113.27
sao joao,boleto,delivered,113.28
barra de sao miguel,credit_card,delivered,113.32
sao jose do barreiro,boleto,delivered,113.33
alambari,boleto,delivered,113.33
aquidauana,credit_card,processing,113.34
praia norte,credit_card,delivered,113.35
para de minas,boleto,delivered,113.37
ribeirao pires,boleto,delivered,113.39
campinas,voucher,delivered,113.49
juara,credit_card,delivered,113.53
aquidaba,credit_card,delivered,113.55
almas,credit_card,delivered,113.56
presidente prudente,credit_card,invoiced,113.62
alvares florence,credit_card,delivered,113.62
alto alegre do iguacu,credit_card,delivered,113.63
confresa,boleto,delivered,113.63
tambau,credit_card,delivered,113.71
comendador levy gasparian,credit_card,delivered,113.76
miranda,debit_card,delivered,113.77
agua santa,credit_card,delivered,113.80
aracati,boleto,delivered,113.85
restinga seca,credit_card,delivered,113.85
mirai,boleto,delivered,113.85
rio paranaiba,boleto,delivered,113.89
campos de julio,boleto,delivered,113.90
passo fundo,boleto,delivered,113.90
joao pessoa,boleto,shipped,113.92
joao neiva,credit_card,delivered,113.93
cachoeiras de macacu,credit_card,delivered,113.94
aimores,credit_card,delivered,113.98
senador amaral,credit_card,delivered,114.00
cavalcante,credit_card,delivered,114.04
itapecerica,credit_card,delivered,114.05
itapecerica da serra,credit_card,delivered,114.06
guanhaes,credit_card,delivered,114.07
nova friburgo,voucher,delivered,114.09
gurupi,boleto,delivered,114.14
pouso alegre,boleto,delivered,114.14
itaberaba,credit_card,delivered,114.16
cabrobo,credit_card,delivered,114.16
indaial,boleto,delivered,114.17
paranavai,voucher,delivered,114.17
manduri,credit_card,delivered,114.18
sao joao da mata,boleto,delivered,114.20
palmitos,boleto,delivered,114.21
grao para,credit_card,delivered,114.22
itauna,boleto,delivered,114.24
santana do cariri,boleto,delivered,114.26
novo lino,boleto,delivered,114.26
sapucaia,credit_card,shipped,114.28
dourado,boleto,delivered,114.29
nova bassano,credit_card,delivered,114.30
santo angelo,boleto,delivered,114.31
candeias,credit_card,canceled,114.33
sao leopoldo,voucher,delivered,114.35
cananeia,credit_card,delivered,114.36
fernandopolis,voucher,delivered,114.37
pirassununga,boleto,delivered,114.38
barra do pirai,credit_card,shipped,114.41
suzano,voucher,delivered,114.42
parauna,boleto,delivered,114.44
capao da porteira,boleto,delivered,114.44
mangaratiba,boleto,delivered,114.51
jarinu,debit_card,delivered,114.53
leopoldina,credit_card,delivered,114.55
nazare da mata,credit_card,delivered,114.56
coromandel,boleto,delivered,114.56
campo ere,credit_card,delivered,114.56
sete lagoas,boleto,delivered,114.57
cajamar,credit_card,delivered,114.59
santo antonio de padua,debit_card,delivered,114.61
ipe,credit_card,delivered,114.61
sitio novo,credit_card,delivered,114.64
pederneiras,boleto,delivered,114.64
barra do pirai,boleto,delivered,114.67
casa branca,credit_card,delivered,114.68
sao mateus do sul,credit_card,delivered,114.69
campos altos,credit_card,delivered,114.72
goianorte,credit_card,delivered,114.75
sao joao do ivai,credit_card,delivered,114.78
olindina,credit_card,delivered,114.80
ipiranga do norte,credit_card,delivered,114.83
botuvera,credit_card,delivered,114.83
itapemirim,credit_card,delivered,114.84
quatituba,credit_card,delivered,114.85
sao carlos,voucher,delivered,114.87
simonesia,credit_card,delivered,114.88
aguas formosas,boleto,delivered,114.88
campo do brito,credit_card,delivered,114.89
botelhos,boleto,delivered,114.90
nova serrana,credit_card,processing,114.90
ipixuna do para,credit_card,delivered,114.90
camamu,credit_card,canceled,114.91
redentora,boleto,delivered,114.92
zacarias,credit_card,delivered,114.93
paulinia,debit_card,delivered,114.95
pedrinhas paulista,credit_card,delivered,115.00
carneirinho,credit_card,delivered,115.01
lavinia,credit_card,delivered,115.01
imaculada,boleto,delivered,115.02
paco do lumiar,voucher,delivered,115.02
contagem,credit_card,invoiced,115.07
itaqui,boleto,delivered,115.10
torres,credit_card,delivered,115.12
matao,voucher,delivered,115.18
casa branca,boleto,delivered,115.19
ribeirao das neves,boleto,shipped,115.27
olho d'agua das flores,boleto,delivered,115.36
tibagi,credit_card,delivered,115.36
sao joao do paraiso,voucher,delivered,115.37
santaluz,credit_card,delivered,115.41
santa maria do herval,credit_card,delivered,115.44
barueri,voucher,delivered,115.44
santa clara d'oeste,credit_card,delivered,115.44
bonito de minas,boleto,delivered,115.44
varzea da palma,voucher,delivered,115.45
aurora do para,credit_card,delivered,115.46
araguaina,boleto,delivered,115.51
parnamirim,boleto,delivered,115.53
vinhedo,credit_card,delivered,115.54
itapeva,credit_card,delivered,115.55
conselheiro lafaiete,voucher,delivered,115.57
niteroi,credit_card,canceled,115.58
blumenau,voucher,delivered,115.59
uruguaiana,voucher,delivered,115.65
boa vista,credit_card,canceled,115.65
santana do paraiso,boleto,delivered,115.65
florestal,credit_card,delivered,115.66
blumenau,credit_card,shipped,115.74
paraguacu,boleto,delivered,115.74
joao camara,debit_card,delivered,115.78
santa luzia do parua,boleto,delivered,115.78
patos,boleto,delivered,115.81
sao jose do ribeirao,credit_card,delivered,115.84
conceicao de macabu,boleto,delivered,115.84
raul soares,credit_card,delivered,115.85
frutuoso gomes,credit_card,delivered,115.87
agua doce do norte,credit_card,delivered,115.88
brasopolis,boleto,delivered,115.90
vigia,credit_card,shipped,115.90
fragosos,credit_card,delivered,115.90
lagoa do ouro,credit_card,delivered,115.91
campo belo,credit_card,delivered,115.92
japura,credit_card,delivered,115.93
nova bandeirantes,credit_card,delivered,115.97
itanhaem,voucher,delivered,115.98
flor da serra do sul,credit_card,delivered,116.03
mambore,credit_card,delivered,116.06
nova granada,credit_card,delivered,116.07
pedreira,boleto,delivered,116.08
cruzalia,credit_card,delivered,116.08
carapicuiba,credit_card,delivered,116.12
patos de minas,debit_card,delivered,116.17
sao pedro do butia,boleto,delivered,116.19
planalto,credit_card,delivered,116.21
iapu,credit_card,delivered,116.21
santo antonio das missoes,credit_card,delivered,116.22
sao caetano do sul,boleto,shipped,116.23
carbonita,boleto,delivered,116.24
saquarema,credit_card,delivered,116.25
cabeceira grande,credit_card,delivered,116.25
inubia paulista,credit_card,delivered,116.25
governador mangabeira,credit_card,delivered,116.26
caieiras,boleto,delivered,116.27
perola,boleto,delivered,116.27
pantano grande,credit_card,delivered,116.31
catende,boleto,delivered,116.34
sao fidelis,credit_card,delivered,116.34
nova alvorada,boleto,delivered,116.36
nova erechim,credit_card,delivered,116.36
belo vale,credit_card,delivered,116.36
sao tome,boleto,delivered,116.36
santa rosa,credit_card,delivered,116.42
potiragua,credit_card,delivered,116.45
cruz alta,boleto,delivered,116.46
sao bonifacio,credit_card,delivered,116.46
sao goncalo do amarante,voucher,delivered,116.47
passos,voucher,delivered,116.53
ipatinga,boleto,delivered,116.54
juiz de fora,credit_card,invoiced,116.55
lins,voucher,delivered,116.56
osasco,boleto,delivered,116.62
carvalhopolis,boleto,delivered,116.62
cruz alta,credit_card,delivered,116.63
